0 30444
1 30222
2 30666
3 30222
4 29111
5 26444
6 21333
7 14666
8 8666
9 5111
10 3333
11 2222
12 1777
13 1555
14 1777
15 1555
16 1555
17 1555
18 2222
19 3555
20 5333
21 7777
22 10222
23 12000
